objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,co_sponsor,type,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,no_photo_id_required,no_registration_required,restricted_access_only_members_o,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,income_maximum_for_eligibility,delivery_available,prepared_meals,grocery_items,fresh_produce,languages_spoken_other_than_engl,other_services_provided_diapers,other_services_provided_baby_for,other_services_provided_financia,other_services_provided_clothing,other_services_provided,metro,bus,store_type,loctype_fresh
137124,Target Stores 1341,13047 Fair Lakes Shopping Ctr,,Fairfax,VA,22033,FAIRFAX,21741.867,93.37278,38.85619,-77.395309,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
137127,Target Stores 1416,6600 Springfield Mall,,Springfield,VA,22150,FAIRFAX,56974.863,96,38.776688,-77.173492,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
137130,Target Stores 1431,6100 Arlington Blvd,,Falls Church,VA,22044,FAIRFAX,51291.277,96,38.868366,-77.142517,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
137132,Target Stores 1533,6600 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,2899.304,98.99408,38.77544,-77.080597,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
137423,Sprouts Farmers Market 886,494 Elden St,,Herndon,VA,20170,FAIRFAX,30884.656,96,38.969254,-77.376816,Relaxed,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,SNAP-retailer with fresh produce
140745,Giant 2743,8970 Burke Lake Rd,,Springfield,VA,22151,FAIRFAX,5418.9106,98.99408,38.80822,-77.254524,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
141313,Giant Food 795,7501 Huntsman Blvd,,Springfield,VA,22153,FAIRFAX,9401.8574,99.899406,38.75293,-77.266106,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
144222,Margarita`S Grocey,8512 Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,1717.828,90.08284,38.72636,-77.103622,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
144429,El Compadre Multiservices Inc 1,7866 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,4998.3237,98.99408,38.743832,-77.084412,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
146165,Khan Supermarket Llc,14245 Centreville Square,Unit G,Centreville,VA,20121,FAIRFAX,839.49945,100,38.837589,-77.439781,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
147082,Whole Foods Market 10065,143 Maple Ave E,,Vienna,VA,22180,FAIRFAX,9938.0762,93.633133,38.902496,-77.262764,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
147407,Fair Food Supermarket Inc,6019 Leesburg Pike,,Falls Church,VA,22041,FAIRFAX,2567.6125,98.99408,38.855377,-77.138664,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
147434,Marhaba Imports,3819 S George Mason Dr,Unit G,Falls Church,VA,22041,FAIRFAX,3381.7952,98.99408,38.841526,-77.119888,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
147756,Nazret Cultural Foods Llc,3821E S George Mason Dr,,Falls Church,VA,22041,FAIRFAX,3381.7952,98.99408,38.841518,-77.119919,Relaxed,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,
149048,24 Express Food Store,4007 Mount Vernon Ave,,Alexandria,VA,22305,ALEXANDRIA,2187.76,100,38.84206,-77.063515,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,
149271,El Compadre Iii,3409 Payne St,Ste B,Falls Church,VA,22041,FAIRFAX,2319.7312,98.99408,38.853012,-77.132133,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
150063,Harris Teeter 371,950 S George Mason Dr,,Arlington,VA,22204,ARLINGTON,10419.438,100,38.860115,-77.102348,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
150534,Annandale Farmers Market,6621 Columbia Pike,,Annandale,VA,22003,FAIRFAX,183079.86,100,38.834839,-77.174332,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,SNAP-retailer with fresh produce
152611,Whole Foods Market 10647,1634 Boro Pl,,McLean,VA,22102,FAIRFAX,27321404,60,38.955818,-77.234787,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
153513,El Mercadito Hispano,495B Elden St,,Herndon,VA,20170,FAIRFAX,2860.0764,93.633133,38.968086,-77.378395,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
154132,Mom'S Organic Market 9,8298 Glass Aly,,Fairfax,VA,22031,FAIRFAX,17766018,60,38.853996,-77.259109,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
154392,Giant Food 749,7137 Columbia Pike,,Annandale,VA,22003,FAIRFAX,4059.2385,100,38.831898,-77.19239,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
154393,Giant Food 758,1454 Chain Bridge Rd,,McLean,VA,22101,FAIRFAX,1139.3873,100,38.93158,-77.180649,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
154394,Giant Store 759,6426 Springfield Plz,,Springfield,VA,22150,FAIRFAX,19591228,60,38.773579,-77.187019,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
154395,Giant Food 760,6800 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,2607.6533,98.99408,38.770035,-77.081749,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
155220,Harris Teeter 086,600 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,14106.305,100,38.876427,-77.110275,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
155290,Safeway 1570,2304 Hunters Woods Plz,,Reston,VA,20191,FAIRFAX,1247.7687,100,38.937653,-77.362114,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
155435,Costco Wholesale 0227,7373 Boston Blvd,,Springfield,VA,22153,FAIRFAX,60373.293,96,38.739418,-77.197243,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
155437,Costco Wholesale 0233,1200 S Fern St,,Arlington,VA,22202,ARLINGTON,67530.891,100,38.861366,-77.057869,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
155594,Costco Wholesale 0334,14390 Chantilly Crossing Ln,,Chantilly,VA,20151,FAIRFAX,40587316,60,38.888306,-77.453728,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
156227,Global Foods,4928B Eisenhower Ave,,Alexandria,VA,22304,ALEXANDRIA,146572.95,100,38.803051,-77.119667,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
158049,Harris Teeter 253,3905 Fair Ridge Dr,,Fairfax,VA,22033,FAIRFAX,3691.0876,98.99408,38.872391,-77.372154,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
158832,Namaste Market,2929 Gallows Rd,Ste 130,Falls Church,VA,22042,FAIRFAX,1244.3732,96,38.87154,-77.226746,Relaxed,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,
159079,Phuoc Hung Market Llc,6975 Hechinger Dr,,Springfield,VA,22151,FAIRFAX,8763.4922,100,38.795849,-77.184059,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
159354,Bestway Supermarket,8547 Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,2623.875,98.99408,38.725803,-77.114304,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
159600,Asia Market,5143 Lee Hwy,,Arlington,VA,22207,ARLINGTON,214.80977,100,38.896679,-77.13195,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
160787,Aldi 68,7006 Columbia Pike,,Annandale,VA,22003,FAIRFAX,1349.7125,100,38.834442,-77.186768,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
161942,New Start Cares Llc,610 S Carlin Springs Rd,Apt 153,Arlington,VA,22204,ARLINGTON,11846.209,100,38.860336,-77.128197,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,0,,,,,,,,,Misc,SNAP-retailer without fresh produce
167391,Megamart International Food,8228 Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,11624.864,96,38.73518,-77.098503,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
167701,Community Foodworks Reston Farmers Market,11900 Lawyers Rd,,Reston,VA,20191,FAIRFAX,72140.5,100,38.924255,-77.357773,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,SNAP-retailer with fresh produce
169822,Super Halal,7046 Spring Garden Dr,,Springfield,VA,22150,FAIRFAX,7836.0508,100,38.772709,-77.185555,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
170809,Bjs 351,6607 Wilson Blvd,,Falls Church,VA,22044,FAIRFAX,1086.3926,100,38.873482,-77.150192,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
171711,Baitna Market 1,3228 Old Pickett Rd,,Fairfax,VA,22031,FAIRFAX,5505.9556,100,38.863312,-77.275307,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
173803,Four Mile Run Farmers Market,4109 Mount Vernon Ave,,Alexandria,VA,22305,ALEXANDRIA,2812.0032,100,38.842899,-77.063873,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,SNAP-retailer with fresh produce
174518,Ballston Freshfarm Market,901 N Taylor St,,Arlington,VA,22203,ARLINGTON,5087.0073,96.00592,38.881142,-77.112495,Relaxed,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,SNAP-retailer with fresh produce
175343,Walmart Supercenter 5753,6301 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,8540.7813,98.99408,38.781326,-77.078545,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
176606,El Paisa Grocery,3414 Mount Vernon Ave,,Alexandria,VA,22305,ALEXANDRIA,3138.2173,100,38.83564,-77.060715,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
176992,Al-Amanah Market,3811 S George Mason Dr,,Falls Church,VA,22041,FAIRFAX,2795.4631,98.99408,38.841824,-77.118935,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
179584,Aldi 86,13031 Fair Lakes Shopping Ctr,,Fairfax,VA,22033,FAIRFAX,21741.867,93.37278,38.857018,-77.393341,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
181404,Safeway 1019,1624 Belle View Blvd,,Alexandria,VA,22307,FAIRFAX,1174.3464,98.99408,38.775158,-77.060425,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
182909,Virginia Halal Meat Inc,9551 Braddock Rd,,Fairfax,VA,22032,FAIRFAX,7425.7959,98.99408,38.81781,-77.274963,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
183462,Harris Teeter  23,2425 N Harrison St,,Arlington,VA,22207,ARLINGTON,23334.52,100,38.897209,-77.138115,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
184767,Shoppers Food Warehouse 2358,7660 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,4242.0903,98.99408,38.75005,-77.083122,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
185448,Bien Hoa,7240 Arlington Blvd,,Falls Church,VA,22042,FAIRFAX,6548.3125,98.99408,38.866772,-77.19371,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
185474,Al Amal Market Inc,3817 S George Mason Dr,,Falls Church,VA,22041,FAIRFAX,2795.4631,98.99408,38.841549,-77.11982,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187032,Lotte Plaza,5900 Centreville Crest Ln,,Centreville,VA,20121,FAIRFAX,1975.2183,100,38.837036,-77.435173,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187099,Deshi Bazar & International Halal Market,5701 Columbia Pike,Ste B,Falls Church,VA,22041,FAIRFAX,6118.3345,96,38.851089,-77.125969,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187650,Bestway Herndon Market,690 Elden St,,Herndon,VA,20170,FAIRFAX,4090.6526,100,38.96973,-77.383331,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187716,Harris Teeter  81,11806 Spectrum Ctr,,Reston,VA,20190,FAIRFAX,19855.563,100,38.965725,-77.354736,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187942,Trader Joe'S  644,5847 Leesburg Pike,,Falls Church,VA,22041,FAIRFAX,2863.3428,98.99408,38.852077,-77.13279,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187943,Trader Joe'S  643,9464 Main St,,Fairfax,VA,22031,FAIRFAX,1639.5585,98.99408,38.840965,-77.270248,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187944,Trader Joe'S  641,7514 Leesburg Pike,,Falls Church,VA,22043,FAIRFAX,4462.6919,98.99408,38.903301,-77.20372,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187945,Trader Joe'S 651,6394 Springfield Plz,,Springfield,VA,22150,FAIRFAX,19591228,60,38.773579,-77.187019,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187946,Trader Joe'S  647,612 N Saint Asaph St,,Alexandria,VA,22314,ALEXANDRIA,2855.1145,100,38.81076,-77.044662,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
187948,Trader Joe'S 646,11958 Killingsworth Ave,,Reston,VA,20194,FAIRFAX,2974.0938,100,38.96706,-77.358429,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
190438,Mom'S Organic Market 14,1901 N Veitch St,,Arlington,VA,22201,ARLINGTON,2328.4502,100,38.896019,-77.086441,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
192384,Walmart 5227,6000 Burke Commons Rd,,Burke,VA,22015,FAIRFAX,38598.504,100,38.789131,-77.300201,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
192572,Giant Food 249,6980 Braddock Rd,,Annandale,VA,22003,FAIRFAX,7394.0693,100,38.811962,-77.185982,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
194732,Walmart 2194,5885 Kingstowne Blvd,,Alexandria,VA,22315,FAIRFAX,60854.41,96,38.769756,-77.136139,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
194733,Walmart 2258,7910 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,4998.3237,98.99408,38.743,-77.084969,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
200353,Safeway  1606,9596 Old Keene Mill Rd,,Burke,VA,22015,FAIRFAX,3388.7358,100,38.776886,-77.274727,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
201818,Giant Food 798,8941 Ox Rd,,Lorton,VA,22079,FAIRFAX,5477.2466,98.99408,38.714706,-77.263863,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
206049,Giant Food 788,14125 Saint Germain Dr,,Centreville,VA,20121,FAIRFAX,3682.8591,100,38.836979,-77.437561,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
208190,Giant Food 740,5615 Stone Rd,,Centreville,VA,20120,FAIRFAX,3934.9312,100,38.854881,-77.450356,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
208475,Beirut Butchery,407 Maple Ave W,,Vienna,VA,22180,FAIRFAX,573.68658,100,38.894718,-77.273941,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
208669,Safeway 2883,6118 Arlington Blvd,,Falls Church,VA,22044,FAIRFAX,2507.0149,98.99408,38.868656,-77.146355,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
208800,K Market,4239 John Marr Dr,,Annandale,VA,22003,FAIRFAX,12564.931,100,38.831238,-77.18943,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
209951,Shoppers Food Warehouse 2336,9622 Main St,,Fairfax,VA,22031,FAIRFAX,10973.007,100,38.841686,-77.275711,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
209954,Giant Food 775,13330 Franklin Farm Rd,,Herndon,VA,20171,FAIRFAX,8505.4893,98.99408,38.907333,-77.406555,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
210768,Giant Food 783,6011 Burke Centre Pkwy,,Burke,VA,22015,FAIRFAX,10297.378,100,38.786091,-77.297005,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
211500,La Vaquita Market Inc.,8736 Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,1641.521,98.99408,38.720699,-77.125008,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
212595,Giant Food 743,3450 Washington Blvd,,Arlington,VA,22201,ARLINGTON,3686.875,100,38.885643,-77.102966,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
214166,Dns Family Market,5820 Seminary Rd,Ste G,Falls Church,VA,22041,FAIRFAX,8436.9521,96,38.847382,-77.127777,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
214421,Safeway  1365,9525 Braddock Rd,,Fairfax,VA,22032,FAIRFAX,40955.25,99,38.817204,-77.275658,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
214425,Giant Food 753,2551 John Milton Dr,,Herndon,VA,20171,FAIRFAX,5322.8354,98.99408,38.927784,-77.376411,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
214665,Lucky Seven Food Mart,3215 24th St S,,Arlington,VA,22206,ARLINGTON,1601.3018,100,38.848637,-77.08419,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
214736,Giant Food 2746,2425 Centreville Rd,,Herndon,VA,20171,FAIRFAX,1701.9738,98.99408,38.951916,-77.4095,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
219485,La Mart,5730 Edsall Rd,,Alexandria,VA,22304,ALEXANDRIA,4401.0664,100,38.807556,-77.132088,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
220233,Safeway 3250,3526 King St,,Alexandria,VA,22302,ALEXANDRIA,6003.7778,100,38.827789,-77.088676,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
220681,Community Foodworks Springfield Farmers Market,6699 Spring Mall Rd,,Springfield,VA,22150,FAIRFAX,19591228,60,38.773579,-77.187019,Relaxed;Soundex,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,SNAP-retailer with fresh produce
220861,Crystal City Freshfarm Market,1800 Crystal Drive,,Arlington,VA,22202,ARLINGTON,3921.4578,100,38.857697,-77.049332,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,SNAP-retailer with fresh produce
221056,Good Fortune Supermarket,6751 Wilson Blvd,,Falls Church,VA,22044,FAIRFAX,5897331,60,38.856209,-77.157021,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
